Source String,Target String,Predicted String
israni,ఇస్రానీ,ఇస్రాని
matacharalanu,మతాచారాలను,మతచరరాు
bedada,బెడద,బెడద
ashtaa,అష్టా,అష్టా
pottatho,పొట్టతో,పొత్తతో
prataparudra,ప్రతాపరుద్ర,ప్రతపరుద్ర
anaheim,అనాహేమ్,అనాహిమ
dipistunnaayi,డిపిస్తున్నాయి,దిపిస్తున్నాయి
beaverton,బీవర్టన్,బీవర్టన్
cheeyadamloo,చేయడంలో,చీయడంలో
aghnaanamu,అజ్ఞానము,అఘ్ఞానము
spashtamaindi,స్పష్టమైంది,స్పష్టమైంది
kashyap,కశ్యప్,కష్యపప్
choodavalasindenannaaru,చూడవలసిందేనన్నారు,చూడవలసిందేనన్నారు
kshetramunaku,క్షేత్రమునకు,క్షేత్రమునకు
balaheenatha,బలహీనత,బలహీనత
tomar,తోమర్,తోమార్
vijayaala,విజయాల,విజయాల
sarvices,సర్వీసెస్,సరర్విసెస్
shaastraalaku,శాస్త్రాలకు,శాస్త్రాలకు
kooleelaku,కూలీలకు,కూలీలకు
koddirojula,కొద్దిరోజుల,కొద్దిరోజుల
prakatinchukuntunnaaru,ప్రకటించుకుంటున్నారు,ప్రకటించుకుంటున్నారు
samithiki,సమితికి,సమితికి
vaddeeni,వడ్డీని,వడ్దీని
gantallone,గంటల్లోనే,గంటల్లోనే
shely,షెల్లీ,షెలీ
aviation,ఏవియేషన్,అవియాషన్
dooshinchukunnaarani,దూషించుకున్నారని,దోషించుకున్నారని
balla,బల్ల,బల్ల
kansas,కెన్సాస్,కన్సాస్
chesukolekapotunnaanani,చేసుకోలేకపోతున్నానని,చేసుకోలేకపోతున్నానని
yerpadindani,ఏర్పడిందని,యర్పడిందని
tdploki,టీడీపీలోకి,టీడిప్లోకి
bhatia,భాటియా,భాిాయా
oricon,ఓరికాన్,ఆరికాన్
malamu,మలము,మలలమ
mahalaya,మహాలయ,మహాలయ
vistarinpa,విస్తరింప,విస్తరిన్ప
nimpadaaniki,నింపడానికి,నింపడానికి
van,వ్యాన్,వన్
henree,హెన్రీ,హెన్రీ
anuragam,అనురాగం,అనురగం
chedagodutunnadanna,చెడగొడుతున్నాడన్న,చెడగొడుతున్నాడన్న
metha,మేత,మేథ
products,ప్రోడక్ట్స్,ప్రొడ్స్ట్స్
reechaarj,రీఛార్జ్,రీచార్జ్
akhandayati,అఖండయతి,అఖండయతతి
jeny,జెన్నీ,జెన్
yugandhar,యుగంధర్,యుగంధర్
huhtamaki,హూటమాకీ,హుహ్తమకి
tolaginchabadutunnaayi,తొలగించబడుతున్నాయి,తొలగించబడుతున్నాయి
chellani,చెల్లని,చెల్లని
tarimchina,తరించిన,తరించిన
vrasthuntaarani,వ్రాసుంటారని,వ్రస్థుంటారని
sind,సిండ్,సిండ్
ainappatiki,ఐనప్పటికీ,ఐనిప్పటికి
choopinchukuntunnaadu,చూపించుకుంటున్నాడు,చూపించుకుంటున్నాడు
agnini,అగ్నిని,అజ్నిని
bharathiyula,భారతీయుల,భరతియులల
mahotsavalu,మహోత్సవాలు,మహోత్సవాలు
kaaryadarshulu,కార్యదర్శులు,కార్యదర్షులు
pasithanam,పసితనం,పసితనం
charchinchanunnaaru,చర్చించనున్నారు,చర్చించనున్నారు
yantrikamaina,యాంత్రికమైన,యంత్రికమైన
paamdu,పాండు,పాండు
mavuthundhi,మవుతుంది,మవుతుంది
dhyaanamu,ధ్యానము,ధ్యానము
ammagaligitey,అమ్మగలిగితే,అమ్మగాలిగితే
novi,నోవీ,నోవి
mannanalu,మన్ననలు,మన్ననలు
maria,మరియ,మరరియా
darpanam,దర్పణం,దర్పనం
panacea,పానాసియా,పననేే
samrakshinchadaniki,సంరక్షించడానికి,సంరక్షించడననికి
grahastula,గ్రస్తుల,గ్రహస్తుల
pravesinchenduku,ప్రవేశించేందుకు,ప్రవేశించేందుకు
nasreen,నస్రీన్,నశ్రీన్
vartamanam,వర్తమానం,వర్తమనన
midwest,మిద్వేస్ట్,మిడ్వెస్ట్
sekhar,శేఖర్,సేఖర్
maidaanamloki,మైదానంలోకి,మైదానంలోకి
preeth,ప్రీత్,ప్రీత్
kalugu,కలుగు,కలుగు
devalayampai,దేవాలయంపై,దేవాలయంపై
aditya,ఆదిత్య,అడిత్య
vannee,వన్నీ,వన్నీ
satyaalu,సత్యాలు,సత్యాలు
maddatistundi,మద్దతిస్తుంది,మద్దతిస్తుంది
sope,సోప్,సోపే
badminton,బ్యాడ్మింటన్,బాడ్మింటన్
vaishnavi,వైష్ణవి,వైష్ణవి
wockhardt,వోకార్డ్ట్,వక్రార్డ్ట్
kaali,కాళీ,కాలి
tadanamtara,తదనంతర,తదనంతర
balmiki,బాల్మీకి,బల్్ికి
dial,డయల్,డిాల్
rasamayi,రసమయి,రసమాయి
fayetteville,ఫయెట్విల్లే,ఫయయెత్వేవిల్లే
satyagraham,సత్యాగ్రహం,సత్యగ్రహం
graham,గ్రహం,గ్రహహం
range,రేంజ్,రంగే
dheshi,దేశి,ధేశి
joliet,జోలియెట్,జోలీయెట్
ankelanu,అంకెలను,అంకెలను
telipe,తెలిపే,తెలిపే
brahmaandamiena,బ్రహ్మాండమైన,బ్రహ్మాందమీన
sugar,షుగర్,సుగర్
guruthva,గురుత్వ,గురుత్వ
pampabadutundi,పంపబడుతుంది,పంపబడుతుంది
abhyunnatiki,అభ్యున్నతికి,అభ్యున్నటికి
vinyasaaniki,విన్యాసానికి,విన్యసానికి
prakatistaamani,ప్రకటిస్తామని,ప్రకటిస్తామని
sareeramloki,శరీరంలోకి,సరీరంలోకి
gottaanni,గొట్టాన్ని,గొట్తాన్ని
disa,దిశా,దిసా
yelina,ఏలిన,యెలినా
guntur,గుంటూరు,గుంటర్
pundu,పుండు,పుండు
toeluku,తోలుకు,తోలుకు
aazaad,ఆజాద్,ఆజాడ్
parvam,పర్వం,పర్వం
avanni,అవన్నీ,అవన్ని
aktivity,ఆక్టివిటీ,అక్తివితీ
tinley,టిన్లి,టిన్లె
supreemkortulo,సుప్రీంకోర్టులో,సప్రీంకోర్టులో
nagraj,నాగరాజ్,నాగ్రాజ్
vidhvamsudu,విద్వాంసుడు,విధ్వంసుడు
stetes,స్టేట్స్,స్టెట్స్
sweekarinchinappudu,స్వీకరించినప్పుడు,స్వీకరించినప్పుడు
parishkarinchalekapoyaarane,పరిష్కరించలేకపోయారనే,పరిష్కరించలేకపోయారనేనే
baaksaaphisu,బాక్సాఫీసు,బాక్సాఫిసు
pottato,పొట్టతో,పొత్తతో
mandipokundaa,మండిపోకుండా,మండిపోకుండా
